User1,User2,Action
AyLola,BraddJaffy,Retweet
yoopinopino,yoopinopino,Tweet
jomunozf,jomunozf,Tweet
jomunozf,yoopinopino,Retweet
jomunozf,sebastianpinera,Mention
SplendidMaChao,SplendidMaChao,Tweet
SplendidMaChao,worldlystone,Reply
funder,funder,Tweet
alexandergold,alexandergold,Tweet
Kperryvzla,Kperryvzla,Tweet
Kperryvzla,alexandergold,Retweet
Kperryvzla,katyperry,Mention
FredLawhorn,FredLawhorn,Tweet
DianneMarieTH,DianneMarieTH,Tweet
DianneMarieTH,FredLawhorn,Retweet
thehill,thehill,Tweet
Jhogan552,Jhogan552,Tweet
Jhogan552,thehill,Retweet
TEN_GOP,TEN_GOP,Tweet
KulcheskiGloria,KulcheskiGloria,Tweet
KulcheskiGloria,TEN_GOP,Retweet
ThePatriot143,ThePatriot143,Tweet
MyPresidentme,MyPresidentme,Tweet
MyPresidentme,ThePatriot143,Retweet
JohnBrownlow,JohnBrownlow,Tweet
DonnaDeCicco1,DonnaDeCicco1,Tweet
DonnaDeCicco1,JohnBrownlow,Retweet
DonnaDeCicco1,20committee,Mention
IRREVERENT7,IRREVERENT7,Tweet
IRREVERENT7,lopezobrador_,Mention
MichaelRody1,MichaelRody1,Tweet
MichaelRody1,SheriffClarke,Reply
MichaelRody1,realDonaldTrump,Mention
Meich,Meich,Tweet
JuanGonza17,JuanGonza17,Tweet
JuanGonza17,Meich,Retweet
smit3113,smit3113,Tweet
smit3113,realDonaldTrump,Reply
SenSanders,SenSanders,Tweet
tbasebal24,tbasebal24,Tweet
tbasebal24,SenSanders,Retweet
drmistercody,drmistercody,Tweet
JustineBateman,JustineBateman,Tweet
JustineBateman,drmistercody,Retweet
umakatyperry,umakatyperry,Tweet
SUPPORTBUCHMANN,SUPPORTBUCHMANN,Tweet
SUPPORTBUCHMANN,umakatyperry,Retweet
kidboston,kidboston,Tweet
joehos18,joehos18,Tweet
joehos18,kidboston,Retweet
TheWrap,TheWrap,Tweet
Serial_Tragedy,Serial_Tragedy,Tweet
Serial_Tragedy,TheWrap,Retweet
kumailn,kumailn,Tweet
torpeydo,torpeydo,Tweet
torpeydo,kumailn,Retweet
jonfavs,jonfavs,Tweet
tvgal2000,tvgal2000,Tweet
tvgal2000,jonfavs,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
cchess30,cchess30,Tweet
cchess30,BraddJaffy,Retweet
NoFreeSpeech69,NoFreeSpeech69,Tweet
JimNorton,JimNorton,Tweet
Karibarajas485,Karibarajas485,Tweet
Karibarajas485,JimNorton,Retweet
NightShade31415,NightShade31415,Tweet
Leticia17922167,Leticia17922167,Tweet
Leticia17922167,NightShade31415,Retweet
RepDonBeyer,RepDonBeyer,Tweet
Shad13Truth,Shad13Truth,Tweet
Shad13Truth,RepDonBeyer,Retweet
Shad13Truth,BillPascrell,Mention
TemplarioResisT,TemplarioResisT,Tweet
Reggon20,Reggon20,Tweet
Reggon20,TemplarioResisT,Retweet
pbump,pbump,Tweet
m_cheri20,m_cheri20,Tweet
m_cheri20,pbump,Retweet
McJesse,McJesse,Tweet
citizenjaye,citizenjaye,Tweet
citizenjaye,McJesse,Retweet
RealRandomHero,RealRandomHero,Tweet
ObeyFritzi,ObeyFritzi,Tweet
ObeyFritzi,RealRandomHero,Retweet
ConsultDrSteve,ConsultDrSteve,Tweet
CNNEE,CNNEE,Tweet
marite234,marite234,Tweet
marite234,CNNEE,Retweet
JohnKStahlUSA,JohnKStahlUSA,Tweet
nukegirl46,nukegirl46,Tweet
nukegirl46,JohnKStahlUSA,Retweet
mattyglesias,mattyglesias,Tweet
Red2Phil,Red2Phil,Tweet
Red2Phil,mattyglesias,Retweet
colesprouse,colesprouse,Tweet
julianamcarthur,julianamcarthur,Tweet
julianamcarthur,colesprouse,Retweet
bakedalaska,bakedalaska,Tweet
CStroede,CStroede,Tweet
CStroede,bakedalaska,Retweet
Aviewfromafar17,Aviewfromafar17,Tweet
vanessalmd,vanessalmd,Tweet
vanessalmd,Aviewfromafar17,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
KellySKennedy,KellySKennedy,Tweet
KellySKennedy,BraddJaffy,Retweet
SenSanders,SenSanders,Tweet
SallyMa36678659,SallyMa36678659,Tweet
SallyMa36678659,SenSanders,Retweet
christinamrusso,christinamrusso,Tweet
puppymnkey,puppymnkey,Tweet
puppymnkey,christinamrusso,Retweet
puppymnkey,genebaur,Mention
puppymnkey,USDA,Mention
PGourevitch,PGourevitch,Tweet
blumoon223,blumoon223,Tweet
blumoon223,PGourevitch,Retweet
speechboy71,speechboy71,Tweet
mini_you,mini_you,Tweet
mini_you,speechboy71,Retweet
larryelder,larryelder,Tweet
SilvanaCorsetti,SilvanaCorsetti,Tweet
SilvanaCorsetti,larryelder,Retweet
dina_holbert,dina_holbert,Tweet
dina_holbert,HuffPostPol,Mention
RealJack,RealJack,Tweet
charlie4047,charlie4047,Tweet
charlie4047,RealJack,Retweet
UppityWomanBlog,UppityWomanBlog,Tweet
cpaynejr1,cpaynejr1,Tweet
cpaynejr1,UppityWomanBlog,Retweet
SoCal4Trump,SoCal4Trump,Tweet
michael4852,michael4852,Tweet
michael4852,SoCal4Trump,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
monicarhor,monicarhor,Tweet
monicarhor,BraddJaffy,Retweet
HFCardonaG,HFCardonaG,Tweet
penariveros,penariveros,Tweet
penariveros,HFCardonaG,Retweet
PGourevitch,PGourevitch,Tweet
uncled698,uncled698,Tweet
uncled698,PGourevitch,Retweet
Pajaropolitico,Pajaropolitico,Tweet
MunozZurita,MunozZurita,Tweet
MunozZurita,Pajaropolitico,Retweet
santori_lisa,santori_lisa,Tweet
pinkpetalz,pinkpetalz,Tweet
jacklimonTM,jacklimonTM,Tweet
jacklimonTM,ZonaMaco,Reply
Glassbully,Glassbully,Tweet
ChloeAd35418085,ChloeAd35418085,Tweet
ChloeAd35418085,Glassbully,Retweet
Breznican,Breznican,Tweet
cwhitebos,cwhitebos,Tweet
cwhitebos,Breznican,Retweet
immigrant4trump,immigrant4trump,Tweet
Slidster,Slidster,Tweet
Slidster,immigrant4trump,Retweet
Slidster,terrymendozer,Mention
McJesse,McJesse,Tweet
Alexwoo34,Alexwoo34,Tweet
Alexwoo34,McJesse,Retweet
davidsirota,davidsirota,Tweet
mcroke,mcroke,Tweet
mcroke,davidsirota,Retweet
OOYUZNFLNEWS,OOYUZNFLNEWS,Tweet
vidsmart,vidsmart,Tweet
vidsmart,vidsmart,Tweet
riotwomennn,riotwomennn,Tweet
jimmyhawk9,jimmyhawk9,Tweet
jimmyhawk9,riotwomennn,Retweet
DeanTheMadKing,DeanTheMadKing,Tweet
DeanTheMadKing,kanyewest,Mention
Elijah37811,Elijah37811,Tweet
Elijah37811,Impeach_D_Trump,Reply
thehill,thehill,Tweet
lizawithaz73,lizawithaz73,Tweet
lizawithaz73,thehill,Retweet
thehill,thehill,Tweet
luizhsrodrigues,luizhsrodrigues,Tweet
luizhsrodrigues,thehill,Retweet
rjspann1,rjspann1,Tweet
CarmineZozzora,CarmineZozzora,Tweet
klark77,klark77,Tweet
klark77,CarmineZozzora,Retweet
CharlesMBlow,CharlesMBlow,Tweet
LU_MJMcKellar,LU_MJMcKellar,Tweet
LU_MJMcKellar,CharlesMBlow,Retweet
forte2x,forte2x,Tweet
forte2x,mattyglesias,Reply
Impeach_D_Trump,Impeach_D_Trump,Tweet
obsessivelyMe,obsessivelyMe,Tweet
obsessivelyMe,Impeach_D_Trump,Retweet
CjayyTaughtHer,CjayyTaughtHer,Tweet
a_goodwin0714,a_goodwin0714,Tweet
a_goodwin0714,CjayyTaughtHer,Retweet
McJesse,McJesse,Tweet
cilantralanae,cilantralanae,Tweet
cilantralanae,McJesse,Retweet
matthew_d_green,matthew_d_green,Tweet
RD3001,RD3001,Tweet
RD3001,matthew_d_green,Retweet
PsychicWaugh,PsychicWaugh,Tweet
PsychicWaugh,realDonaldTrump,Reply
McJesse,McJesse,Tweet
zackbryantt,zackbryantt,Tweet
zackbryantt,McJesse,Retweet
WestWingReport,WestWingReport,Tweet
AngusCarruthers,AngusCarruthers,Tweet
AngusCarruthers,WestWingReport,Retweet
larryelder,larryelder,Tweet
borchich,borchich,Tweet
borchich,larryelder,Retweet
matthew_d_green,matthew_d_green,Tweet
kwenum1,kwenum1,Tweet
kwenum1,matthew_d_green,Retweet
tomhoffay,tomhoffay,Tweet
mattyglesias,mattyglesias,Tweet
dickensgirl,dickensgirl,Tweet
dickensgirl,mattyglesias,Retweet
paulmorrisjr,paulmorrisjr,Tweet
paulmorrisjr,BuddytheElfEDCG,Reply
JohnstonElsa,JohnstonElsa,Tweet
tariqnasheed,tariqnasheed,Tweet
Thelonius_Mark,Thelonius_Mark,Tweet
Thelonius_Mark,tariqnasheed,Retweet
kw_marc,kw_marc,Tweet
kw_marc,Impeach_D_Trump,Reply
DboraFontes,DboraFontes,Tweet
HillaryWarnedUs,HillaryWarnedUs,Tweet
Karenjasman2,Karenjasman2,Tweet
Karenjasman2,HillaryWarnedUs,Retweet
thehill,thehill,Tweet
DONNABELLINI1,DONNABELLINI1,Tweet
DONNABELLINI1,thehill,Retweet
Nysteveo2AOLcom,Nysteveo2AOLcom,Tweet
OldSchoolButch,OldSchoolButch,Tweet
OldSchoolButch,Nysteveo2AOLcom,Retweet
iancruzx,iancruzx,Tweet
pbump,pbump,Tweet
mihatch4,mihatch4,Tweet
mihatch4,pbump,Retweet
matthew_d_green,matthew_d_green,Tweet
AlternativeStan,AlternativeStan,Tweet
AlternativeStan,matthew_d_green,Retweet
ColinChin51,ColinChin51,Tweet
ColinChin51,Slate,Reply
2ALAW,2ALAW,Tweet
JoelRebelo,JoelRebelo,Tweet
JoelRebelo,2ALAW,Retweet
JoelRebelo,IvankaTrump,Mention
McJesse,McJesse,Tweet
kirstimah,kirstimah,Tweet
kirstimah,McJesse,Retweet
WeFoundAmerica,WeFoundAmerica,Tweet
WeFoundAmerica,hunterschwarz,Reply
WeFoundAmerica,sacbee_news,Mention
20committee,20committee,Tweet
mkk0612,mkk0612,Tweet
mkk0612,20committee,Retweet
McJesse,McJesse,Tweet
FredricksRachel,FredricksRachel,Tweet
FredricksRachel,McJesse,Retweet
cher,cher,Tweet
itsgeeksyndrome,itsgeeksyndrome,Tweet
itsgeeksyndrome,cher,Retweet
AnitaDWhite,AnitaDWhite,Tweet
RickElamArtist,RickElamArtist,Tweet
RickElamArtist,AnitaDWhite,Retweet
lrozen,lrozen,Tweet
manish_vij,manish_vij,Tweet
manish_vij,lrozen,Retweet
DuncanTucker,DuncanTucker,Tweet
JohnKurman,JohnKurman,Tweet
JohnKurman,DuncanTucker,Retweet
vozvenezolana,vozvenezolana,Tweet
vozvenezolana,ProtestaMilitar,Reply
thehill,thehill,Tweet
123CLeigh,123CLeigh,Tweet
123CLeigh,thehill,Retweet
Studio351online,Studio351online,Tweet
ericgarland,ericgarland,Tweet
RG_Alexander,RG_Alexander,Tweet
RG_Alexander,ericgarland,Retweet
robbulldog,robbulldog,Tweet
MikePresland,MikePresland,Tweet
MikePresland,robbulldog,Retweet
hispanoticia,hispanoticia,Tweet
angry_node,angry_node,Tweet
jaguarwarzone,jaguarwarzone,Tweet
indisposta_,indisposta_,Tweet
indisposta_,jaguarwarzone,Retweet
alexfreeus,alexfreeus,Tweet
TheWrap,TheWrap,Tweet
SelanaDawn,SelanaDawn,Tweet
SelanaDawn,TheWrap,Retweet
claracruz_J9808,claracruz_J9808,Tweet
theNightf1yer,theNightf1yer,Tweet
theNightf1yer,realDonaldTrump,Mention
jaguarwarzone,jaguarwarzone,Tweet
Vivanosvotos,Vivanosvotos,Tweet
Vivanosvotos,jaguarwarzone,Retweet
hagjrg,hagjrg,Tweet
hagjrg,WPBF25News,Reply
RightWingAngel,RightWingAngel,Tweet
5KidsAreMine,5KidsAreMine,Tweet
5KidsAreMine,RightWingAngel,Retweet
molotovmx,molotovmx,Tweet
lupis701,lupis701,Tweet
lupis701,molotovmx,Retweet
lupis701,realDonaldTrump,Mention
lupis701,DeniseDresserG,Mention
jackjtjtjt,jackjtjtjt,Tweet
jackjtjtjt,MalcolmNance,Reply
Khanoisseur,Khanoisseur,Tweet
Khanoisseur,WSJ,Reply
Janie48,Janie48,Tweet
Janie48,Khanoisseur,Retweet
Janie48,WSJ,Mention
PGourevitch,PGourevitch,Tweet
flyhyland,flyhyland,Tweet
flyhyland,PGourevitch,Retweet
Xobybr,Xobybr,Tweet
teflon1,teflon1,Tweet
mayoushtak,mayoushtak,Tweet
mayoushtak,teflon1,Retweet
McJesse,McJesse,Tweet
TimPTucker,TimPTucker,Tweet
TimPTucker,McJesse,Retweet
FELDart,FELDart,Tweet
hansjaaggi,hansjaaggi,Tweet
hansjaaggi,FELDart,Retweet
hansjaaggi,faznet,Mention
cprogers1960,cprogers1960,Tweet
cprogers1960,nytpolitics,Reply
mrdrefuller,mrdrefuller,Tweet
McJesse,McJesse,Tweet
noahbarboza,noahbarboza,Tweet
noahbarboza,McJesse,Retweet
stephenlautens,stephenlautens,Tweet
FairbanksKw,FairbanksKw,Tweet
FairbanksKw,stephenlautens,Retweet
seanbonner,seanbonner,Tweet
TimRunsHisMouth,TimRunsHisMouth,Tweet
SAMMIESMILES8,SAMMIESMILES8,Tweet
SAMMIESMILES8,TimRunsHisMouth,Retweet
funder,funder,Tweet
PatriciaRGilbr1,PatriciaRGilbr1,Tweet
PatriciaRGilbr1,funder,Retweet
JuddLegum,JuddLegum,Tweet
K_JOE_,K_JOE_,Tweet
K_JOE_,JuddLegum,Retweet
goldengateblond,goldengateblond,Tweet
tasharowmanoff,tasharowmanoff,Tweet
tasharowmanoff,goldengateblond,Retweet
BigStick2013,BigStick2013,Tweet
villarre11,villarre11,Tweet
villarre11,BigStick2013,Retweet
nytchinese,nytchinese,Tweet
thereal15cent,thereal15cent,Tweet
sstuart2016,sstuart2016,Tweet
sstuart2016,thereal15cent,Retweet
NCForBernie,NCForBernie,Tweet
AishaStaggers,AishaStaggers,Tweet
AishaStaggers,NCForBernie,Retweet
DavidCornDC,DavidCornDC,Tweet
ToSayBoldly,ToSayBoldly,Tweet
ToSayBoldly,DavidCornDC,Retweet
ToSayBoldly,chucktodd,Mention
NatureGuy101,NatureGuy101,Tweet
Mlane1313aolcom,Mlane1313aolcom,Tweet
Mlane1313aolcom,NatureGuy101,Retweet
funder,funder,Tweet
rosae827,rosae827,Tweet
rosae827,funder,Retweet
Iildevil,Iildevil,Tweet
That_BrownGuy_,That_BrownGuy_,Tweet
That_BrownGuy_,Iildevil,Retweet
JohnWren1950,JohnWren1950,Tweet
ciruswind,ciruswind,Tweet
ciruswind,JohnWren1950,Retweet
ciruswind,matthew_d_green,Mention
Kimmi1965,Kimmi1965,Tweet
ericgarland,ericgarland,Tweet
hsmythwithaY,hsmythwithaY,Tweet
hsmythwithaY,ericgarland,Retweet
SouthLoneStar,SouthLoneStar,Tweet
risdstudent1,risdstudent1,Tweet
risdstudent1,SouthLoneStar,Retweet
EntheosShines,EntheosShines,Tweet
EntheosShines,EntheosShines,Reply
zoombouse,zoombouse,Tweet
zoombouse,EntheosShines,Retweet
Luck_Panda,Luck_Panda,Tweet
Luck_Panda,YouTube,Mention
DonaldTheRump,DonaldTheRump,Tweet
Belarisha,Belarisha,Tweet
Belarisha,DonaldTheRump,Retweet
thehill,thehill,Tweet
iomontano,iomontano,Tweet
iomontano,thehill,Retweet
mikandynothem,mikandynothem,Tweet
AnneJohnsonckm,AnneJohnsonckm,Tweet
AnneJohnsonckm,mikandynothem,Retweet
AnneJohnsonckm,Joy_Villa,Mention
___Chu___,___Chu___,Tweet
Impeach_D_Trump,Impeach_D_Trump,Tweet
cloera,cloera,Tweet
cloera,Impeach_D_Trump,Retweet
VickyBrush,VickyBrush,Tweet
VickyBrush,crzyPete,Reply
ANDRESAR16,ANDRESAR16,Tweet
CarlosKano10,CarlosKano10,Tweet
CarlosKano10,ANDRESAR16,Retweet
CyberSecVegas,CyberSecVegas,Tweet
brianklaas,brianklaas,Tweet
kevjrom,kevjrom,Tweet
kevjrom,brianklaas,Retweet
CindiTurchik,CindiTurchik,Tweet
CindiTurchik,March4Trump,Reply
janmj55,janmj55,Tweet
janmj55,CindiTurchik,Retweet
janmj55,March4Trump,Mention
Cosmic_Heretic,Cosmic_Heretic,Tweet
Cosmic_Heretic,YouTube,Mention
DrMartyFox,DrMartyFox,Tweet
Lrod49,Lrod49,Tweet
Lrod49,DrMartyFox,Retweet
RoguePOTUSStaff,RoguePOTUSStaff,Tweet
Fey_Girl,Fey_Girl,Tweet
Fey_Girl,RoguePOTUSStaff,Retweet
Fey_Girl,verge,Mention
TheUSANews24h,TheUSANews24h,Tweet
mtracey,mtracey,Tweet
GingerMcFall,GingerMcFall,Tweet
GingerMcFall,mtracey,Retweet
ngocthuyyy,ngocthuyyy,Tweet
ngocthuyyy,tuoitrenewsvn,Mention
ngocthuyyy,tuoitre_tphcm,Mention
Newsonfire69,Newsonfire69,Tweet
brianklaas,brianklaas,Tweet
LucasJackson67,LucasJackson67,Tweet
LucasJackson67,brianklaas,Retweet
McJesse,McJesse,Tweet
ObiTon5,ObiTon5,Tweet
ObiTon5,McJesse,Retweet
CharlesMBlow,CharlesMBlow,Tweet
crcrosby999,crcrosby999,Tweet
crcrosby999,CharlesMBlow,Retweet
immigrant4trump,immigrant4trump,Tweet
curtdogslow,curtdogslow,Tweet
curtdogslow,immigrant4trump,Retweet
curtdogslow,Joy_Villa,Mention
JordanUhl,JordanUhl,Tweet
moogie2015,moogie2015,Tweet
moogie2015,JordanUhl,Retweet
PNews01587184,PNews01587184,Tweet
astridoverthere,astridoverthere,Tweet
astridoverthere,_TravisWade,Reply
Night_0f_Fire,Night_0f_Fire,Tweet
ZyklonDale,ZyklonDale,Tweet
ZyklonDale,Night_0f_Fire,Retweet
JuddLegum,JuddLegum,Tweet
KatanaParty,KatanaParty,Tweet
KatanaParty,JuddLegum,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
ImNotTheRealAJ,ImNotTheRealAJ,Tweet
ImNotTheRealAJ,BraddJaffy,Retweet
KatherinDaigle,KatherinDaigle,Tweet
KatherinDaigle,KatherinDaigle,Mention
KatherinDaigle,TrumpSuperPAC,Mention
KatherinDaigle,realDonaldTrump,Mention
10021pop,10021pop,Tweet
grandpooba5440,grandpooba5440,Tweet
grandpooba5440,10021pop,Retweet
The_Trump_Train,The_Trump_Train,Tweet
allgresham,allgresham,Tweet
allgresham,The_Trump_Train,Retweet
VORTEX1155,VORTEX1155,Tweet
navasuewokedu,navasuewokedu,Tweet
navasuewokedu,VORTEX1155,Retweet
johnsb01,johnsb01,Tweet
TheWrap,TheWrap,Tweet
kendermouse,kendermouse,Tweet
kendermouse,TheWrap,Retweet
freeworldblogpr,freeworldblogpr,Tweet
EricSpracklen,EricSpracklen,Tweet
matihargrove,matihargrove,Tweet
matihargrove,EricSpracklen,Retweet
haaretzcom,haaretzcom,Tweet
DerekJohnBryant,DerekJohnBryant,Tweet
DerekJohnBryant,haaretzcom,Retweet
DerekJohnBryant,DerfnerLarry,Mention
MissLizzyNJ,MissLizzyNJ,Tweet
roqchrisy,roqchrisy,Tweet
roqchrisy,MissLizzyNJ,Retweet
mrntweet2,mrntweet2,Tweet
WarthogLvr,WarthogLvr,Tweet
WarthogLvr,mrntweet2,Retweet
pbump,pbump,Tweet
AnaisNincompoop,AnaisNincompoop,Tweet
AnaisNincompoop,pbump,Retweet
DeportsIt,DeportsIt,Tweet
altusda,altusda,Tweet
TiffanyJSherm52,TiffanyJSherm52,Tweet
TiffanyJSherm52,altusda,Retweet
lisanagain,lisanagain,Tweet
lisanagain,CNN,Mention
lisanagain,StephenAtHome,Mention
lisanagain,HillaryClinton,Mention
lisanagain,Dcinchi,Mention
lisanagain,DanielleMuscato,Mention
RealJack,RealJack,Tweet
beckwynn,beckwynn,Tweet
beckwynn,RealJack,Retweet
DavidYankovich,DavidYankovich,Tweet
333tenant,333tenant,Tweet
333tenant,DavidYankovich,Retweet
ymverdi,ymverdi,Tweet
ymverdi,Unitingtheunite,Reply
20committee,20committee,Tweet
GaiasSpirit,GaiasSpirit,Tweet
GaiasSpirit,20committee,Retweet
BraddJaffy,BraddJaffy,Tweet
kahaiolelo,kahaiolelo,Tweet
kahaiolelo,BraddJaffy,Retweet
catherinebouris,catherinebouris,Tweet
catherinebouris,thomas_violence,Reply
Ganbare_Gincun,Ganbare_Gincun,Tweet
Ganbare_Gincun,catherinebouris,Retweet
Ganbare_Gincun,thomas_violence,Mention
MobilitySpain,MobilitySpain,Tweet
_Newswok,_Newswok,Tweet
Newstim83506660,Newstim83506660,Tweet
USMC3rdBnMCo,USMC3rdBnMCo,Tweet
LucyWithSword,LucyWithSword,Tweet
LucyWithSword,USMC3rdBnMCo,Retweet
CSL1958,CSL1958,Tweet
CSL1958,YoungDems4Trump,Reply
4thAnon,4thAnon,Tweet
WilsobEd,WilsobEd,Tweet
WilsobEd,4thAnon,Retweet
kbrown65807,kbrown65807,Tweet
DeveshSenapati,DeveshSenapati,Tweet
ericuman,ericuman,Tweet
jones77,jones77,Tweet
jones77,ericuman,Retweet
AbbyParra_,AbbyParra_,Tweet
Veteran4Trump,Veteran4Trump,Tweet
americasloss,americasloss,Tweet
americasloss,Veteran4Trump,Retweet
trxpicvl,trxpicvl,Tweet
holliday_post,holliday_post,Tweet
nia4_trump,nia4_trump,Tweet
HypocrisyHater1,HypocrisyHater1,Tweet
HypocrisyHater1,nia4_trump,Retweet
funder,funder,Tweet
AngryLogician,AngryLogician,Tweet
AngryLogician,funder,Retweet
RefuseFascism,RefuseFascism,Tweet
Patta47cake,Patta47cake,Tweet
Patta47cake,RefuseFascism,Retweet
erikaraskin,erikaraskin,Tweet
LovelyLowEnd,LovelyLowEnd,Tweet
LovelyLowEnd,erikaraskin,Retweet
InternetHippo,InternetHippo,Tweet
redeyetreeefrog,redeyetreeefrog,Tweet
redeyetreeefrog,InternetHippo,Retweet
2cool2foolman,2cool2foolman,Tweet
2cool2foolman,NBCNews,Reply
usacsmret,usacsmret,Tweet
howardwgraham,howardwgraham,Tweet
howardwgraham,usacsmret,Retweet
Impeach_D_Trump,Impeach_D_Trump,Tweet
prettyhip,prettyhip,Tweet
prettyhip,Impeach_D_Trump,Retweet
JuddLegum,JuddLegum,Tweet
TNJedQuote,TNJedQuote,Tweet
TNJedQuote,JuddLegum,Retweet
Freshnews666,Freshnews666,Tweet
SonofLiberty357,SonofLiberty357,Tweet
AatTimothy,AatTimothy,Tweet
AatTimothy,SonofLiberty357,Retweet
McJesse,McJesse,Tweet
FrostMo,FrostMo,Tweet
FrostMo,McJesse,Retweet
CoraArthur2,CoraArthur2,Tweet
CoraArthur2,EthanDolan,Reply
PGourevitch,PGourevitch,Tweet
Bogi573,Bogi573,Tweet
Bogi573,PGourevitch,Retweet
butterf1ylover,butterf1ylover,Tweet
butterf1ylover,PeterSweden7,Reply
KahlerSabrina,KahlerSabrina,Tweet
KahlerSabrina,butterf1ylover,Retweet
KahlerSabrina,PeterSweden7,Mention
KahlerSabrina,mpg25mary,Mention
LouiseMensch,LouiseMensch,Tweet
jcj1000,jcj1000,Tweet
jcj1000,LouiseMensch,Retweet
Geoffphigg,Geoffphigg,Tweet
Geoffphigg,AlanSmith2127,Reply
Geoffphigg,Independent,Mention
funder,funder,Tweet
thejossgroup,thejossgroup,Tweet
thejossgroup,funder,Retweet
JasminMuj,JasminMuj,Tweet
politicalbeauty,politicalbeauty,Tweet
politicalbeauty,JasminMuj,Retweet
girl_4_trump,girl_4_trump,Tweet
SemperArgentum,SemperArgentum,Tweet
SemperArgentum,SemperArgentum,Tweet
SemperArgentum,SemperArgentum,Retweet
SemperArgentum,dcexaminer,Mention
McJesse,McJesse,Tweet
mcgee_gorgo,mcgee_gorgo,Tweet
mcgee_gorgo,McJesse,Retweet
YasmineGalenorn,YasmineGalenorn,Tweet
pbump,pbump,Tweet
PTTRMUSIC390,PTTRMUSIC390,Tweet
PTTRMUSIC390,pbump,Retweet
EdshelDee,EdshelDee,Tweet
pqpolitics,pqpolitics,Tweet
YahooFinance,YahooFinance,Tweet
RogerAntunes10,RogerAntunes10,Tweet
RogerAntunes10,YahooFinance,Retweet
pedrotrl,pedrotrl,Tweet
paulomenezesr,paulomenezesr,Tweet
paulomenezesr,pedrotrl,Retweet
BernieSanders,BernieSanders,Tweet
snielsss,snielsss,Tweet
snielsss,BernieSanders,Retweet
jcmoura_,jcmoura_,Tweet
mdsmatheos,mdsmatheos,Tweet
mdsmatheos,jcmoura_,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
Citywide_MSVP,Citywide_MSVP,Tweet
Citywide_MSVP,BraddJaffy,Retweet
calebbielskii,calebbielskii,Tweet
AuntieChrist_,AuntieChrist_,Tweet
AuntieChrist_,calebbielskii,Retweet
SenSanders,SenSanders,Tweet
julianleeds22,julianleeds22,Tweet
julianleeds22,SenSanders,Retweet
McJesse,McJesse,Tweet
scsegraves,scsegraves,Tweet
scsegraves,McJesse,Retweet
BraddJaffy,BraddJaffy,Tweet
wtf_imtooold,wtf_imtooold,Tweet
wtf_imtooold,BraddJaffy,Retweet
brianklaas,brianklaas,Tweet
RicoORattler,RicoORattler,Tweet
RicoORattler,brianklaas,Retweet
mitchellvii,mitchellvii,Tweet
gingerds9,gingerds9,Tweet
gingerds9,mitchellvii,Retweet
GigiTracyXO,GigiTracyXO,Tweet
erikosbeck,erikosbeck,Tweet
erikosbeck,GigiTracyXO,Retweet
politicalwire,politicalwire,Tweet
bcombs37,bcombs37,Tweet
bcombs37,politicalwire,Retweet
US_4_Trump,US_4_Trump,Tweet
danpfeiffer,danpfeiffer,Tweet
cre8tvdeb,cre8tvdeb,Tweet
cre8tvdeb,danpfeiffer,Retweet
RoguePOTUSStaff,RoguePOTUSStaff,Tweet
berniewins2016,berniewins2016,Tweet
berniewins2016,RoguePOTUSStaff,Retweet
berniewins2016,verge,Mention
CharlieAngusNDP,CharlieAngusNDP,Tweet
b2us2,b2us2,Tweet
b2us2,CharlieAngusNDP,Retweet
FoxNews,FoxNews,Tweet
EndersBrady,EndersBrady,Tweet
EndersBrady,FoxNews,Retweet
becauseputin,becauseputin,Tweet
SanjuanaMtz,SanjuanaMtz,Tweet
vidal366,vidal366,Tweet
vidal366,SanjuanaMtz,Retweet
thehill,thehill,Tweet
SeattleAD,SeattleAD,Tweet
SeattleAD,thehill,Retweet
spaoc,spaoc,Tweet
PsychicDogTalk4,PsychicDogTalk4,Tweet
PsychicDogTalk4,TIME,Reply
buzzbrewer57,buzzbrewer57,Tweet
buzzbrewer57,PsychicDogTalk4,Retweet
Myrddn,Myrddn,Tweet
BarReNaples,BarReNaples,Tweet
BarReNaples,Myrddn,Retweet
calebbielskii,calebbielskii,Tweet
ldykdrauhl,ldykdrauhl,Tweet
ldykdrauhl,calebbielskii,Retweet
UrgentTime,UrgentTime,Tweet
Captlefy,Captlefy,Tweet
Captlefy,UrgentTime,Retweet
mustapha_itani,mustapha_itani,Tweet
marina282828,marina282828,Tweet
marina282828,mustapha_itani,Retweet
gersimpkins,gersimpkins,Tweet
gersimpkins,MgoDefend,Reply
gersimpkins,aliasvaughn,Mention
sofiaabejar,sofiaabejar,Tweet
mattmfm,mattmfm,Tweet
tuppydougherty,tuppydougherty,Tweet
tuppydougherty,mattmfm,Retweet
kylegriffin1,kylegriffin1,Tweet
kylegriffin1,kylegriffin1,Reply
Mariotte67897,Mariotte67897,Tweet
Mariotte67897,kylegriffin1,Retweet
