User1,User2,Action
CNNPolitics,CNNPolitics,Tweet
Marc_Dylan,Marc_Dylan,Tweet
Marc_Dylan,CNNPolitics,Retweet
BernieSanders,BernieSanders,Tweet
ARhodes_Ruiz,ARhodes_Ruiz,Tweet
ARhodes_Ruiz,BernieSanders,Retweet
citizenpsych,citizenpsych,Tweet
BHamilton001,BHamilton001,Tweet
BHamilton001,citizenpsych,Retweet
BHamilton001,BorowitzReport,Mention
mejay227,mejay227,Tweet
mejay227,morningmika,Reply
TheWrap,TheWrap,Tweet
Kyuobserver,Kyuobserver,Tweet
Kyuobserver,TheWrap,Retweet
_habibilicious_,_habibilicious_,Tweet
_habibilicious_,rabuliz,Reply
ChiefFabulous,ChiefFabulous,Tweet
ChiefFabulous,_habibilicious_,Retweet
ChiefFabulous,rabuliz,Mention
ChiefFabulous,CherylLynneRose,Mention
ChiefFabulous,Joy_Villa,Mention
McJesse,McJesse,Tweet
TheMaryBeth,TheMaryBeth,Tweet
TheMaryBeth,McJesse,Retweet
SarahMaslinNir,SarahMaslinNir,Tweet
ksmithreg,ksmithreg,Tweet
ksmithreg,SarahMaslinNir,Retweet
PrisonPlanet,PrisonPlanet,Tweet
manujsharan,manujsharan,Tweet
manujsharan,PrisonPlanet,Retweet
iowa_trump,iowa_trump,Tweet
iowa_trump,stronzohn,Reply
davidthomvs,davidthomvs,Tweet
annmckenzie_,annmckenzie_,Tweet
annmckenzie_,davidthomvs,Retweet
McJesse,McJesse,Tweet
davidhoyos_,davidhoyos_,Tweet
davidhoyos_,McJesse,Retweet
cher,cher,Tweet
T20Shaun,T20Shaun,Tweet
T20Shaun,cher,Retweet
SenSanders,SenSanders,Tweet
aleehpadovan,aleehpadovan,Tweet
aleehpadovan,SenSanders,Retweet
bakedalaska,bakedalaska,Tweet
IndependentHK,IndependentHK,Tweet
IndependentHK,bakedalaska,Retweet
peterwsinger,peterwsinger,Tweet
reb3939,reb3939,Tweet
reb3939,peterwsinger,Retweet
benshapiro,benshapiro,Tweet
SamuelReesor,SamuelReesor,Tweet
SamuelReesor,benshapiro,Retweet
RichardTBurnett,RichardTBurnett,Tweet
BrianHearn4,BrianHearn4,Tweet
BrianHearn4,RichardTBurnett,Retweet
Portosj81,Portosj81,Tweet
jkkendz,jkkendz,Tweet
jkkendz,Portosj81,Retweet
CharlesMBlow,CharlesMBlow,Tweet
jmichaelkell,jmichaelkell,Tweet
jmichaelkell,CharlesMBlow,Retweet
SouthLoneStar,SouthLoneStar,Tweet
CZimski,CZimski,Tweet
CZimski,SouthLoneStar,Retweet
TEN_GOP,TEN_GOP,Tweet
summertimealwys,summertimealwys,Tweet
summertimealwys,TEN_GOP,Retweet
BarbRafail1,BarbRafail1,Tweet
officialmaxie,officialmaxie,Tweet
ericgarland,ericgarland,Tweet
CAlvarezAranyos,CAlvarezAranyos,Tweet
CAlvarezAranyos,ericgarland,Retweet
schuchardt_ron,schuchardt_ron,Tweet
schuchardt_ron,trump_with,Reply
SteveKopack,SteveKopack,Tweet
SteveKopack,SteveKopack,Reply
WithoutaTRACE,WithoutaTRACE,Tweet
WithoutaTRACE,SteveKopack,Retweet
riotwomennn,riotwomennn,Tweet
Albert911emt,Albert911emt,Tweet
Albert911emt,riotwomennn,Retweet
McJesse,McJesse,Tweet
espaderosss,espaderosss,Tweet
espaderosss,McJesse,Retweet
RejectedTakeoff,RejectedTakeoff,Tweet
RejectedTakeoff,RosieGray,Reply
RejectedTakeoff,JoeNBC,Mention
RejectedTakeoff,morningmika,Mention
frankgaffney,frankgaffney,Tweet
JimDorman5,JimDorman5,Tweet
JimDorman5,frankgaffney,Retweet
speechboy71,speechboy71,Tweet
christybernadet,christybernadet,Tweet
christybernadet,speechboy71,Retweet
adambarken,adambarken,Tweet
MysticShanyn,MysticShanyn,Tweet
MysticShanyn,adambarken,Retweet
theblaze,theblaze,Tweet
JPhilPruett,JPhilPruett,Tweet
JPhilPruett,theblaze,Retweet
Scott_Gilmore,Scott_Gilmore,Tweet
mercerstine,mercerstine,Tweet
mercerstine,Scott_Gilmore,Retweet
immigrant4trump,immigrant4trump,Tweet
_tanaii,_tanaii,Tweet
_tanaii,immigrant4trump,Retweet
SemanarioUrbano,SemanarioUrbano,Tweet
CharlieAngusNDP,CharlieAngusNDP,Tweet
alanva3ajv,alanva3ajv,Tweet
alanva3ajv,CharlieAngusNDP,Retweet
PiercedSkull,PiercedSkull,Tweet
JainS_16,JainS_16,Tweet
JainS_16,PiercedSkull,Retweet
madison_smith15,madison_smith15,Tweet
Stevenwhirsch99,Stevenwhirsch99,Tweet
DagnyDelinquent,DagnyDelinquent,Tweet
DagnyDelinquent,Stevenwhirsch99,Retweet
nytimes,nytimes,Tweet
WasatchExp0,WasatchExp0,Tweet
WasatchExp0,nytimes,Retweet
jdavidsonlawyer,jdavidsonlawyer,Tweet
jdavidsonlawyer,jdavidsonlawyer,Reply
jdavidsonlawyer,mileskimball,Mention
ericgarland,ericgarland,Tweet
catpancake,catpancake,Tweet
catpancake,ericgarland,Retweet
matthew_d_green,matthew_d_green,Tweet
MissusSmith,MissusSmith,Tweet
MissusSmith,matthew_d_green,Retweet
AnitaDWhite,AnitaDWhite,Tweet
freedmeto,freedmeto,Tweet
freedmeto,AnitaDWhite,Retweet
thehill,thehill,Tweet
md_325,md_325,Tweet
md_325,thehill,Retweet
zerohedge,zerohedge,Tweet
AntonTyumin,AntonTyumin,Tweet
AntonTyumin,zerohedge,Retweet
qmuser,qmuser,Tweet
politico,politico,Tweet
marytny,marytny,Tweet
marytny,politico,Retweet
marytny,sbg1,Mention
area_matter,area_matter,Tweet
area_matter,0toygunanthem0,Reply
SMassadi,SMassadi,Tweet
SMassadi,area_matter,Retweet
SMassadi,0toygunanthem0,Mention
SMassadi,mmasnick,Mention
AisyahCHAK_,AisyahCHAK_,Tweet
Bill_Rhodes54,Bill_Rhodes54,Tweet
Bill_Rhodes54,Joy_Villa,Reply
elmerjfudd2012,elmerjfudd2012,Tweet
elmerjfudd2012,Bill_Rhodes54,Retweet
elmerjfudd2012,Joy_Villa,Mention
PGourevitch,PGourevitch,Tweet
mannkim712,mannkim712,Tweet
mannkim712,PGourevitch,Retweet
SanjuanaMtz,SanjuanaMtz,Tweet
ven_ed,ven_ed,Tweet
ven_ed,SanjuanaMtz,Retweet
JillEHughes,JillEHughes,Tweet
JillEHughes,rob13567,Reply
JillEHughes,RogueSNRadvisor,Mention
Ivana1316,Ivana1316,Tweet
Just_BeFree,Just_BeFree,Tweet
Just_BeFree,Ivana1316,Retweet
calebbielskii,calebbielskii,Tweet
therosequeen110,therosequeen110,Tweet
therosequeen110,calebbielskii,Retweet
Edourdoo,Edourdoo,Tweet
Edourdoo,Edourdoo,Reply
ericuman,ericuman,Tweet
axman643,axman643,Tweet
axman643,ericuman,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
StateoftheInter,StateoftheInter,Tweet
StateoftheInter,BraddJaffy,Retweet
McJesse,McJesse,Tweet
theGON4ever,theGON4ever,Tweet
theGON4ever,McJesse,Retweet
newyorkolizer,newyorkolizer,Tweet
Jema2017,Jema2017,Tweet
Jema2017,YouTube,Mention
mineifiwildout,mineifiwildout,Tweet
JakeDanovich,JakeDanovich,Tweet
JakeDanovich,mineifiwildout,Retweet
KevinJacksonTBS,KevinJacksonTBS,Tweet
LadyMSunshine,LadyMSunshine,Tweet
LadyMSunshine,KevinJacksonTBS,Retweet
McFaul,McFaul,Tweet
KathyStricker2,KathyStricker2,Tweet
KathyStricker2,McFaul,Retweet
CeltThulu,CeltThulu,Tweet
JamesJordy,JamesJordy,Tweet
denlibby,denlibby,Tweet
denlibby,JamesJordy,Retweet
McJesse,McJesse,Tweet
dmbestor,dmbestor,Tweet
dmbestor,McJesse,Retweet
WhatsTreding,WhatsTreding,Tweet
bocavista2016,bocavista2016,Tweet
mite72,mite72,Tweet
mite72,bocavista2016,Retweet
mite72,realDonaldTrump,Mention
peterwsinger,peterwsinger,Tweet
AtreiyaN7,AtreiyaN7,Tweet
AtreiyaN7,peterwsinger,Retweet
IJNIPGM,IJNIPGM,Tweet
IJNIPGM,IJNIPGM,Reply
IJNIPGM,The_Trump_Train,Mention
IJNIPGM,PeggyLHorton,Mention
Slate,Slate,Tweet
user1566233,user1566233,Tweet
user1566233,Slate,Retweet
The2016People,The2016People,Tweet
The2016People,realDonaldTrump,Reply
alaughrun,alaughrun,Tweet
BernieSanders,BernieSanders,Tweet
thrustaash,thrustaash,Tweet
thrustaash,BernieSanders,Retweet
ThePatriot143,ThePatriot143,Tweet
LiberalsRlying,LiberalsRlying,Tweet
LiberalsRlying,ThePatriot143,Retweet
LiberalsRlying,GStephanopoulos,Mention
alexandraerin,alexandraerin,Tweet
punsrme,punsrme,Tweet
punsrme,alexandraerin,Retweet
Mike_Beacham,Mike_Beacham,Tweet
Mike_Beacham,realDonaldTrump,Mention
fawfulfan,fawfulfan,Tweet
1whoknu,1whoknu,Tweet
1whoknu,fawfulfan,Retweet
lauranotclaire,lauranotclaire,Tweet
sugarcaneross,sugarcaneross,Tweet
sugarcaneross,lauranotclaire,Retweet
SavetheUSNation,SavetheUSNation,Tweet
maynimrod,maynimrod,Tweet
maynimrod,YouTube,Mention
ThisWeekABC,ThisWeekABC,Tweet
AnnieLlewellyn1,AnnieLlewellyn1,Tweet
AnnieLlewellyn1,ThisWeekABC,Retweet
bobberlet,bobberlet,Tweet
bobberlet,mavisgrizzltits,Reply
bobberlet,Markgsparrow,Mention
brianklaas,brianklaas,Tweet
70bpmhiccups,70bpmhiccups,Tweet
70bpmhiccups,brianklaas,Retweet
TRUTH_USA_2016,TRUTH_USA_2016,Tweet
birdlady19492,birdlady19492,Tweet
birdlady19492,TRUTH_USA_2016,Retweet
XxZulu,XxZulu,Tweet
XxZulu,ctlss,Reply
XxZulu,EJLandwehr,Mention
XxZulu,realDonaldTrump,Mention
XxZulu,POTUS,Mention
XxZulu,PalmerReport,Mention
williesband,williesband,Tweet
williesband,williesband,Tweet
williesband,williesband,Retweet
Impeach_D_Trump,Impeach_D_Trump,Tweet
Smariner303,Smariner303,Tweet
Smariner303,Impeach_D_Trump,Retweet
ChiTribEnt,ChiTribEnt,Tweet
ponya_ko,ponya_ko,Tweet
ponya_ko,ChiTribEnt,Retweet
FoxNews,FoxNews,Tweet
KristiMcCluskey,KristiMcCluskey,Tweet
KristiMcCluskey,FoxNews,Retweet
StunnaTella,StunnaTella,Tweet
ONIKAVELI,ONIKAVELI,Tweet
ONIKAVELI,StunnaTella,Retweet
PGourevitch,PGourevitch,Tweet
lj_skeye,lj_skeye,Tweet
lj_skeye,PGourevitch,Retweet
AmarAmarasingam,AmarAmarasingam,Tweet
framu1,framu1,Tweet
framu1,AmarAmarasingam,Retweet
SenSanders,SenSanders,Tweet
thegansen,thegansen,Tweet
thegansen,SenSanders,Retweet
JoeNBC,JoeNBC,Tweet
BethShepard,BethShepard,Tweet
BethShepard,JoeNBC,Retweet
BethShepard,zbig,Mention
OctavioGomezA,OctavioGomezA,Tweet
Yonovendomipais,Yonovendomipais,Tweet
Yonovendomipais,OctavioGomezA,Retweet
Yonovendomipais,DeniseDresserG,Mention
Yonovendomipais,EmilioAlvarezI,Mention
MartinHeinrich,MartinHeinrich,Tweet
kristinahammock,kristinahammock,Tweet
kristinahammock,MartinHeinrich,Retweet
kristinahammock,AP,Mention
byrdie311,byrdie311,Tweet
troll4facts,troll4facts,Tweet
troll4facts,byrdie311,Retweet
PGourevitch,PGourevitch,Tweet
jmmmm7,jmmmm7,Tweet
jmmmm7,PGourevitch,Retweet
smokesangel,smokesangel,Tweet
tofknit,tofknit,Tweet
tofknit,smokesangel,Retweet
Scott_Gilmore,Scott_Gilmore,Tweet
LynneGuire,LynneGuire,Tweet
LynneGuire,Scott_Gilmore,Retweet
CharlesMBlow,CharlesMBlow,Tweet
ajsmith,ajsmith,Tweet
ajsmith,CharlesMBlow,Retweet
texassam924,texassam924,Tweet
texassam924,yashar,Reply
texassam924,puppymnkey,Mention
SenseiTanaka1,SenseiTanaka1,Tweet
EPNMatandoAMex,EPNMatandoAMex,Tweet
charleslupercio,charleslupercio,Tweet
charleslupercio,EPNMatandoAMex,Retweet
JamilSmith,JamilSmith,Tweet
alexfraser02,alexfraser02,Tweet
alexfraser02,JamilSmith,Retweet
pbump,pbump,Tweet
iwrotegudomelet,iwrotegudomelet,Tweet
iwrotegudomelet,pbump,Retweet
babi,babi,Tweet
sherIwtson,sherIwtson,Tweet
sherIwtson,babi,Retweet
AlicceyA,AlicceyA,Tweet
AlicceyA,Joy_Villa,Reply
delete_your_acc,delete_your_acc,Tweet
delete_your_acc,AlicceyA,Retweet
delete_your_acc,Joy_Villa,Mention
WolfeReports,WolfeReports,Tweet
McJesse,McJesse,Tweet
Sean_O_Tron,Sean_O_Tron,Tweet
Sean_O_Tron,McJesse,Retweet
Iildevil,Iildevil,Tweet
Chrisan__,Chrisan__,Tweet
Chrisan__,Iildevil,Retweet
TrumpSuperPAC,TrumpSuperPAC,Tweet
Mikesteph5507,Mikesteph5507,Tweet
Mikesteph5507,TrumpSuperPAC,Retweet
Mikesteph5507,Joy_Villa,Mention
JagbusAnne,JagbusAnne,Tweet
JagbusAnne,jrwrightchd,Reply
calebbielskii,calebbielskii,Tweet
AddictiveAJ,AddictiveAJ,Tweet
AddictiveAJ,calebbielskii,Retweet
Fraser1776,Fraser1776,Tweet
saltydog2712,saltydog2712,Tweet
saltydog2712,Fraser1776,Retweet
richard_mcenroe,richard_mcenroe,Tweet
val_davydov,val_davydov,Tweet
ericgarland,ericgarland,Tweet
nowhitenonsense,nowhitenonsense,Tweet
nowhitenonsense,ericgarland,Retweet
mikefarb1,mikefarb1,Tweet
obsessivelyMe,obsessivelyMe,Tweet
obsessivelyMe,mikefarb1,Retweet
SoundsofSaundra,SoundsofSaundra,Tweet
SoundsofSaundra,Swamp_Cop,Reply
SoundsofSaundra,Spicerlies,Mention
SoundsofSaundra,NoahFinneburgh,Mention
SoundsofSaundra,Impeach_D_Trump,Mention
SoundsofSaundra,KellyannePolls,Mention
Zyelonkimble14,Zyelonkimble14,Tweet
notcoco_xoxo,notcoco_xoxo,Tweet
notcoco_xoxo,Zyelonkimble14,Retweet
thehill,thehill,Tweet
SouBundanga,SouBundanga,Tweet
SouBundanga,thehill,Retweet
Carter_PE,Carter_PE,Tweet
Shelley_Indiana,Shelley_Indiana,Tweet
Shelley_Indiana,Carter_PE,Retweet
NTN24,NTN24,Tweet
aethcolombia,aethcolombia,Tweet
aethcolombia,NTN24,Retweet
hrtablaze,hrtablaze,Tweet
bettyneels134,bettyneels134,Tweet
bettyneels134,hrtablaze,Retweet
McJesse,McJesse,Tweet
the_tentaprince,the_tentaprince,Tweet
the_tentaprince,McJesse,Retweet
MikePenceVP,MikePenceVP,Tweet
KummersTim,KummersTim,Tweet
KummersTim,MikePenceVP,Retweet
Celticfred,Celticfred,Tweet
SheilaGunnReid,SheilaGunnReid,Tweet
buongiorno9,buongiorno9,Tweet
buongiorno9,SheilaGunnReid,Retweet
ChrisCoon4,ChrisCoon4,Tweet
davidbb2995,davidbb2995,Tweet
davidbb2995,ChrisCoon4,Retweet
kinni00,kinni00,Tweet
zachary4169,zachary4169,Tweet
zachary4169,kinni00,Retweet
bakedalaska,bakedalaska,Tweet
PhillipHaas5,PhillipHaas5,Tweet
PhillipHaas5,bakedalaska,Retweet
vannsmole,vannsmole,Tweet
IdalmycastroMy,IdalmycastroMy,Tweet
IdalmycastroMy,vannsmole,Retweet
ByronYork,ByronYork,Tweet
WeinerNotH8r,WeinerNotH8r,Tweet
WeinerNotH8r,ByronYork,Retweet
vitalvoicesmx,vitalvoicesmx,Tweet
LaVillegas1,LaVillegas1,Tweet
LaVillegas1,vitalvoicesmx,Retweet
LaVillegas1,LaVillegas1,Mention
LaVillegas1,felix_gzz,Mention
LaVillegas1,ComceOficial,Mention
DearAuntCrabby,DearAuntCrabby,Tweet
Ray_Tings,Ray_Tings,Tweet
Ray_Tings,DearAuntCrabby,Retweet
marcylauren,marcylauren,Tweet
granny_claudia,granny_claudia,Tweet
granny_claudia,marcylauren,Retweet
Daniel_Ohana,Daniel_Ohana,Tweet
Daniel_Ohana,Elvis_Trump,Reply
SheeitDawg,SheeitDawg,Tweet
SheeitDawg,Daniel_Ohana,Retweet
SheeitDawg,Elvis_Trump,Mention
SheeitDawg,JBurtonXP,Mention
HawaiiDelilah,HawaiiDelilah,Tweet
tvpventures,tvpventures,Tweet
tvpventures,HawaiiDelilah,Retweet
rjoseph7777,rjoseph7777,Tweet
BowiedipDe,BowiedipDe,Tweet
BowiedipDe,rjoseph7777,Retweet
Tmgneff,Tmgneff,Tweet
markrmccracken,markrmccracken,Tweet
markrmccracken,Tmgneff,Retweet
mmpadellan,mmpadellan,Tweet
4laesperanza,4laesperanza,Tweet
4laesperanza,mmpadellan,Retweet
Amy_Siskind,Amy_Siskind,Tweet
ShebaRiddle5,ShebaRiddle5,Tweet
ShebaRiddle5,Amy_Siskind,Retweet
McJesse,McJesse,Tweet
ElJuicyJUICE,ElJuicyJUICE,Tweet
ElJuicyJUICE,McJesse,Retweet
thehill,thehill,Tweet
EdSkipper,EdSkipper,Tweet
EdSkipper,thehill,Retweet
SwampyTrump,SwampyTrump,Tweet
Earnest_One,Earnest_One,Tweet
Earnest_One,SwampyTrump,Retweet
20committee,20committee,Tweet
BrianCelloThorn,BrianCelloThorn,Tweet
BrianCelloThorn,20committee,Retweet
umakatyperry,umakatyperry,Tweet
Nathan96700741,Nathan96700741,Tweet
Nathan96700741,umakatyperry,Retweet
Dodge5Adam,Dodge5Adam,Tweet
Breznican,Breznican,Tweet
darwinispissed,darwinispissed,Tweet
darwinispissed,Breznican,Retweet
ericgarland,ericgarland,Tweet
Kinesia23,Kinesia23,Tweet
Kinesia23,ericgarland,Retweet
taianoelani,taianoelani,Tweet
love_jerin,love_jerin,Tweet
JoelLegendre,JoelLegendre,Tweet
Toure,Toure,Tweet
nelldemocrat,nelldemocrat,Tweet
nelldemocrat,Toure,Retweet
realjunsonchan,realjunsonchan,Tweet
Gumby1955,Gumby1955,Tweet
Gumby1955,nypost,Mention
ync1994,ync1994,Tweet
ync1994,BreitbartNews,Mention
JuddLegum,JuddLegum,Tweet
Nord_Eh,Nord_Eh,Tweet
Nord_Eh,JuddLegum,Retweet
SavetheUSNation,SavetheUSNation,Tweet
HaHaHannnnahh,HaHaHannnnahh,Tweet
ThePoemText,ThePoemText,Tweet
ThePoemText,HaHaHannnnahh,Retweet
ZaidZamanHamid,ZaidZamanHamid,Tweet
KiTigress,KiTigress,Tweet
KiTigress,ZaidZamanHamid,Retweet
JimKilbane,JimKilbane,Tweet
brucec1267,brucec1267,Tweet
brucec1267,JimKilbane,Retweet
TheWrap,TheWrap,Tweet
Words_From_D,Words_From_D,Tweet
Words_From_D,TheWrap,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
mkpfilos,mkpfilos,Tweet
mkpfilos,BraddJaffy,Retweet
catherinebouris,catherinebouris,Tweet
catherinebouris,thomas_violence,Reply
JK_DarkSide,JK_DarkSide,Tweet
JK_DarkSide,catherinebouris,Retweet
JK_DarkSide,thomas_violence,Mention
habalianelie,habalianelie,Tweet
habalianelie,NosratAmimi,Reply
p_rafiki,p_rafiki,Tweet
p_rafiki,habalianelie,Retweet
p_rafiki,NosratAmimi,Mention
McJesse,McJesse,Tweet
nickbrago,nickbrago,Tweet
nickbrago,McJesse,Retweet
love_jerin,love_jerin,Tweet
theoptionoracle,theoptionoracle,Tweet
dollar_trump,dollar_trump,Tweet
dollar_trump,theoptionoracle,Retweet
ashleyfeinberg,ashleyfeinberg,Tweet
DaShanneStokes,DaShanneStokes,Tweet
mangrovegirl,mangrovegirl,Tweet
mangrovegirl,DaShanneStokes,Retweet
JohnWDean,JohnWDean,Tweet
LindaTherrien3,LindaTherrien3,Tweet
LindaTherrien3,JohnWDean,Retweet
frankgaffney,frankgaffney,Tweet
MusicalSyntax,MusicalSyntax,Tweet
MusicalSyntax,frankgaffney,Retweet
JasonPToddWayne,JasonPToddWayne,Tweet
DamienFahey,DamienFahey,Tweet
ElTuiterDeTony,ElTuiterDeTony,Tweet
ElTuiterDeTony,DamienFahey,Retweet
ElTuiterDeTony,Adele,Mention
OriNir_APN,OriNir_APN,Tweet
StrHon2016,StrHon2016,Tweet
StrHon2016,tteegar,Reply
vickib501,vickib501,Tweet
vickib501,StrHon2016,Retweet
vickib501,tteegar,Mention
vickib501,DaveCullenCF,Mention
vickib501,POTUS,Mention
vickib501,AnnCoulter,Mention
vickib501,seanspicer,Mention
vickib501,seanhannity,Mention
vickib501,KellyannePolls,Mention
xSnaveSFC,xSnaveSFC,Tweet
xSnaveSFC,SGTkevinr315,Reply
xSnaveSFC,DavidOtunga,Mention
oilpatchho,oilpatchho,Tweet
oilpatchho,The_Trump_Train,Reply
DownloadingGod,DownloadingGod,Tweet
DownloadingGod,oilpatchho,Retweet
DownloadingGod,The_Trump_Train,Mention
DownloadingGod,Bikers4America,Mention
HartesGeld,HartesGeld,Tweet
Ferrosider,Ferrosider,Tweet
Ferrosider,HartesGeld,Retweet
McJesse,McJesse,Tweet
nbabaa,nbabaa,Tweet
nbabaa,McJesse,Retweet
ofccadjust,ofccadjust,Tweet
JillDarrah,JillDarrah,Tweet
JillDarrah,ofccadjust,Retweet
JillDarrah,nypost,Mention
moms4trump2016,moms4trump2016,Tweet
jmoore3077,jmoore3077,Tweet
jmoore3077,moms4trump2016,Retweet
frankgaffney,frankgaffney,Tweet
lastoutpost1776,lastoutpost1776,Tweet
lastoutpost1776,frankgaffney,Retweet
ericuman,ericuman,Tweet
Scarlet_Urban,Scarlet_Urban,Tweet
Scarlet_Urban,ericuman,Retweet
gbroh10,gbroh10,Tweet
horn_trump,horn_trump,Tweet
horn_trump,gbroh10,Retweet
horn_trump,MyTwoSenseWorth,Mention
jordanbern4rdes,jordanbern4rdes,Tweet
jordanbern4rdes,GABRIELPlNHEIRO,Mention
BrianDColwell,BrianDColwell,Tweet
EnetOnline,EnetOnline,Tweet
EnetOnline,BrianDColwell,Retweet
JonLemire,JonLemire,Tweet
PrivateSnuffy,PrivateSnuffy,Tweet
PrivateSnuffy,JonLemire,Retweet
SiendoPeter,SiendoPeter,Tweet
Ramsestros,Ramsestros,Tweet
Ramsestros,SiendoPeter,Retweet
goldengateblond,goldengateblond,Tweet
writtenbymorgan,writtenbymorgan,Tweet
writtenbymorgan,goldengateblond,Retweet
andresoriano,andresoriano,Tweet
JennyRussellAJB,JennyRussellAJB,Tweet
JennyRussellAJB,andresoriano,Retweet
westsiderepert,westsiderepert,Tweet
westsiderepert,westsiderepert,Tweet
westsiderepert,westsiderepert,Retweet
skeller85,skeller85,Tweet
123CLeigh,123CLeigh,Tweet
123CLeigh,skeller85,Retweet
123CLeigh,verge,Mention
maramcewin,maramcewin,Tweet
mommanana54,mommanana54,Tweet
mommanana54,maramcewin,Retweet
e0f571cf1c5a4c7,e0f571cf1c5a4c7,Tweet
e0f571cf1c5a4c7,Impeach_D_Trump,Reply
Samwitchredtent,Samwitchredtent,Tweet
Samwitchredtent,e0f571cf1c5a4c7,Retweet
Samwitchredtent,Impeach_D_Trump,Mention
BrendanNyhan,BrendanNyhan,Tweet
BrendanNyhan,BrendanNyhan,Reply
jbarro,jbarro,Tweet
jbarro,BrendanNyhan,Retweet
Ginlefebvre,Ginlefebvre,Tweet
Ginlefebvre,JayViper,Reply
Ginlefebvre,work_trump,Mention
AnitaRCaballero,AnitaRCaballero,Tweet
20Manuelle,20Manuelle,Tweet
20Manuelle,AnitaRCaballero,Retweet
DonaldTrumpNewz,DonaldTrumpNewz,Tweet
prisc2017,prisc2017,Tweet
prisc2017,DonaldTrumpNewz,Retweet
mmpadellan,mmpadellan,Tweet
4evrstardancer,4evrstardancer,Tweet
4evrstardancer,mmpadellan,Retweet
AnonIntelGroup,AnonIntelGroup,Tweet
bonestillviral,bonestillviral,Tweet
bonestillviral,AnonIntelGroup,Retweet
ChrisMurphyCT,ChrisMurphyCT,Tweet
typongtive71,typongtive71,Tweet
typongtive71,ChrisMurphyCT,Retweet
02Cents0,02Cents0,Tweet
calebbielskii,calebbielskii,Tweet
quirkycorwin,quirkycorwin,Tweet
quirkycorwin,calebbielskii,Retweet
Hisladydiana,Hisladydiana,Tweet
Hisladydiana,_edwardmondini_,Reply
7leaf3,7leaf3,Tweet
7leaf3,Hisladydiana,Retweet
7leaf3,_edwardmondini_,Mention
mattmfm,mattmfm,Tweet
nfalco1,nfalco1,Tweet
nfalco1,mattmfm,Retweet
perryncolds,perryncolds,Tweet
jotap_rios,jotap_rios,Tweet
jotap_rios,perryncolds,Retweet
DanielRaisbeck,DanielRaisbeck,Tweet
alvarovalenci17,alvarovalenci17,Tweet
alvarovalenci17,DanielRaisbeck,Retweet
623Sis,623Sis,Tweet
mikeusa4,mikeusa4,Tweet
mikeusa4,623Sis,Retweet
mikeusa4,KevinJacksonTBS,Mention
immigrant4trump,immigrant4trump,Tweet
classyCAbeast,classyCAbeast,Tweet
classyCAbeast,immigrant4trump,Retweet
classyCAbeast,Joy_Villa,Mention
payten03,payten03,Tweet
CharlesMBlow,CharlesMBlow,Tweet
TgC14292062,TgC14292062,Tweet
TgC14292062,CharlesMBlow,Retweet
Breznican,Breznican,Tweet
cwalker,cwalker,Tweet
cwalker,Breznican,Retweet
McJesse,McJesse,Tweet
jds_1984,jds_1984,Tweet
jds_1984,McJesse,Retweet
HitseBeats,HitseBeats,Tweet
perryabismo,perryabismo,Tweet
perryabismo,HitseBeats,Retweet
matthew_d_green,matthew_d_green,Tweet
fIuffypuff,fIuffypuff,Tweet
fIuffypuff,matthew_d_green,Retweet
DaveCullenCF,DaveCullenCF,Tweet
Artin_Atheist,Artin_Atheist,Tweet
Artin_Atheist,DaveCullenCF,Retweet
jcmoura_,jcmoura_,Tweet
SebDalton,SebDalton,Tweet
SebDalton,jcmoura_,Retweet
mitchellvii,mitchellvii,Tweet
gillatina,gillatina,Tweet
gillatina,mitchellvii,Retweet
colesprouse,colesprouse,Tweet
sggoldsmith,sggoldsmith,Tweet
sggoldsmith,colesprouse,Retweet
CharlesMBlow,CharlesMBlow,Tweet
BlackElleWoods,BlackElleWoods,Tweet
BlackElleWoods,CharlesMBlow,Retweet
FuMikechu,FuMikechu,Tweet
FuMikechu,JoeNBC,Reply
FuMikechu,WhitfordBradley,Mention
SenSanders,SenSanders,Tweet
aloveex3,aloveex3,Tweet
aloveex3,SenSanders,Retweet
calebbielskii,calebbielskii,Tweet
Gisell277,Gisell277,Tweet
Gisell277,calebbielskii,Retweet
TimRunsHisMouth,TimRunsHisMouth,Tweet
BlueSeaSailing,BlueSeaSailing,Tweet
BlueSeaSailing,TimRunsHisMouth,Retweet
TheWrap,TheWrap,Tweet
SN_adventurer,SN_adventurer,Tweet
SN_adventurer,TheWrap,Retweet
GeorgeTakei,GeorgeTakei,Tweet
phoebelu,phoebelu,Tweet
phoebelu,GeorgeTakei,Retweet
petewolynec,petewolynec,Tweet
McJesse,McJesse,Tweet
VenetaValentino,VenetaValentino,Tweet
VenetaValentino,McJesse,Retweet
RealJack,RealJack,Tweet
mrogers151,mrogers151,Tweet
mrogers151,RealJack,Retweet
danpfeiffer,danpfeiffer,Tweet
markhorst,markhorst,Tweet
markhorst,danpfeiffer,Retweet
realhardrocker,realhardrocker,Tweet
bocavista2016,bocavista2016,Tweet
summertimealwys,summertimealwys,Tweet
summertimealwys,bocavista2016,Retweet
summertimealwys,realDonaldTrump,Mention
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
AyLola,AyLola,Tweet
