id,Brand,created_at,favorite_count,retweet_count,text
828604349056163840,ford,Mon Feb 06 14:00:46 +0000 2017,0,0,"Dinnages Car Dealers in #Sussex are proud to represent #Ford, Ford Commercial, #Renault and #Volvo across the count… https://t.co/MmCgH1gp4s"
828603503090229248,ford,Mon Feb 06 13:57:24 +0000 2017,1,1,Hands down this was a must see SuperBowl commercial last night. @Ford https://t.co/M0YMk236xG https://t.co/qySrqCOSTn
828602185692889088,ford,Mon Feb 06 13:52:10 +0000 2017,0,0,Another one of my favorites was the ford car commercial #SBDECA #CHSlionsMa
828601144570212355,ford,Mon Feb 06 13:48:02 +0000 2017,0,118,"RT @peta: Right, @Ford. No one likes being stuck. Especially the poor cat whose head you shoved into a tissue box 😿 Animals aren't commerci…"
828600448496054272,ford,Mon Feb 06 13:45:16 +0000 2017,0,5,"RT @Team_Penske: While we can't forget that game, one commercial keeps running through our mind this Monday morning @Ford #GoFurther  https…"
828595318350544897,ford,Mon Feb 06 13:24:53 +0000 2017,0,118,"RT @peta: Right, @Ford. No one likes being stuck. Especially the poor cat whose head you shoved into a tissue box 😿 Animals aren't commerci…"
828594636230897664,ford,Mon Feb 06 13:22:10 +0000 2017,0,0,Great commercial! https://t.co/h5wsyznLYk
828594616299446272,ford,Mon Feb 06 13:22:05 +0000 2017,0,0,Would someone please free the cat from the tissue box? It's still stuck. 😜 #Ford  #SB51 Watch commercial https://t.co/2EuQZSUyhw
828592999043043328,ford,Mon Feb 06 13:15:40 +0000 2017,0,41,RT @MarshaCollier: Lighthearted fun commercial from @Ford #SB51 #SuperBowlAds #KelloggSB https://t.co/3SqaH9D98y
828590054603907073,ford,Mon Feb 06 13:03:58 +0000 2017,28,5,"While we can't forget that game, one commercial keeps running through our mind this Monday morning @Ford #GoFurther  https://t.co/WymZ5tYKdB"
828590012828626944,ford,Mon Feb 06 13:03:48 +0000 2017,1,0,@jakemetaldrumer it was the ford commercial!!!
828589489295589377,ford,Mon Feb 06 13:01:43 +0000 2017,0,118,"RT @peta: Right, @Ford. No one likes being stuck. Especially the poor cat whose head you shoved into a tissue box 😿 Animals aren't commerci…"
828588576912834560,ford,Mon Feb 06 12:58:05 +0000 2017,0,0,"@MikeAndMike how about the ""don't like to be stuck - Ford"" commercial. Thought that was funny."
